"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.10.2012 18:00";"18.5";"753.8";"756.0";"";"63";"Wind blowing from the west";"4";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.3";"";"";"";"";"";"";
"23.10.2012 15:00";"18.2";"752.8";"755.0";"";"63";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.1";"";"";"";"";"";"";
"23.10.2012 12:00";"16.7";"752.5";"754.7";"";"73";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"300-600";"";"";"10.0";"11.8";"";"";"";"";"";"";
"23.10.2012 09:00";"15.1";"751.0";"753.3";"";"90";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"12.1";"15.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.5";"2.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"23.10.2012 06:00";"12.6";"748.0";"750.3";"";"92";"Wind blowing from the south-west";"5";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"10.0";"11.3";"";"";"";"";"";"";
"23.10.2012 03:00";"13.0";"745.9";"748.0";"";"96";"Wind blowing from the south";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"5.0";"12.3";"13.0";"6";"";"";"";"";
"23.10.2012 00:00";"14.2";"745.4";"747.6";"";"93";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.1";"";"";"";"";"";"";
"22.10.2012 21:00";"15.2";"745.2";"747.3";"";"88";"Wind blowing from the south-east";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"15.2";"20.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"5.0";"13.2";"0.4";"6";"";"";"";"";
"22.10.2012 18:00";"18.2";"744.6";"746.8";"";"89";"Wind blowing from the south-west";"5";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"16.4";"";"";"";"";"";"";
"22.10.2012 15:00";"20.0";"745.8";"748.0";"";"81";"Wind blowing from the south-west";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.6";"1.0";"6";"";"";"";"";
"22.10.2012 12:00";"17.4";"747.9";"750.2";"";"97";"Wind blowing from the north-east";"1";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.9";"";"";"";"";"";"";
"22.10.2012 09:00";"17.0";"748.0";"750.2";"";"91";"Wind blowing from the east";"4";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"14.4";"17.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"15.5";"11.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"22.10.2012 06:00";"17.2";"749.8";"752.1";"";"97";"Wind blowing from the south-east";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"6.0";"16.7";"";"";"";"";"";"";
"22.10.2012 03:00";"16.5";"749.6";"751.8";"";"94";"Wind blowing from the east";"4";"";"";"100%.";"Clouds generally forming or developing. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"10.0";"15.5";"13.0";"6";"";"";"";"";
"22.10.2012 00:00";"14.8";"753.8";"755.9";"";"96";"Wind blowing from the east";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"5.0";"14.1";"";"";"";"";"";"";
"21.10.2012 21:00";"16.2";"753.2";"755.4";"";"90";"Wind blowing from the east";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"15.4";"25.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"14.5";"11.0";"6";"";"";"";"";
"21.10.2012 18:00";"18.2";"752.4";"754.6";"";"82";"Wind blowing from the south-east";"3";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"15.0";"";"";"";"";"";"";
"21.10.2012 15:00";"23.3";"753.3";"755.6";"";"57";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.2";"";"";"";"";"";"";
"21.10.2012 12:00";"23.9";"754.6";"756.8";"";"58";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.2";"";"";"";"";"";"";
"21.10.2012 09:00";"20.6";"756.1";"758.3";"";"81";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"13.0";"20.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.2";"0.4";"24";"Surface of ground moist.";"";"";"";
"21.10.2012 06:00";"13.4";"755.2";"757.6";"";"99";"Wind blowing from the east";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"6.0";"13.2";"";"";"";"";"";"";
"21.10.2012 03:00";"14.6";"755.6";"757.8";"";"98";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.3";"";"";"";"";"";"";
"21.10.2012 00:00";"15.1";"756.3";"758.5";"";"91";"Wind blowing from the east";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"20.10.2012 21:00";"17.1";"756.2";"758.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.7";"23.5";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"20.10.2012 18:00";"21.7";"755.5";"757.7";"";"57";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.9";"";"";"";"";"";"";
"20.10.2012 15:00";"22.6";"755.6";"757.8";"";"69";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"0.4";"6";"";"";"";"";
"20.10.2012 12:00";"19.0";"757.0";"759.2";"";"84";"Wind blowing from the north";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"9.0";"16.2";"";"";"";"";"";"";
"20.10.2012 09:00";"16.7";"757.3";"759.5";"";"89";"Wind blowing from the south";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.2";"16.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"8.0";"14.8";"0.1";"24";"Surface of ground moist.";"";"";"";
"20.10.2012 06:00";"14.2";"755.8";"758.0";"";"97";"Wind blowing from the east";"0";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.8";"";"";"";"";"";"";
"20.10.2012 03:00";"13.9";"756.0";"758.2";"";"97";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.4";"";"";"";"";"";"";
"20.10.2012 00:00";"14.4";"755.6";"757.7";"";"96";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.7";"";"";"";"";"";"";
"19.10.2012 21:00";"16.4";"754.6";"756.8";"";"94";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.2";"22.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.4";"";"";"";"";"";"";
"19.10.2012 18:00";"20.5";"753.9";"756.2";"";"66";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.0";"";"";"";"";"";"";
"19.10.2012 15:00";"20.0";"754.4";"756.6";"";"59";"Wind blowing from the north-northwest";"5";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"11.8";"0.1";"6";"";"";"";"";
"19.10.2012 12:00";"18.5";"758.0";"760.2";"";"79";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"14.8";"";"";"";"";"";"";
"19.10.2012 09:00";"16.2";"757.0";"759.4";"";"91";"Wind blowing from the north";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"15.1";"17.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"14.8";"3.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"19.10.2012 06:00";"17.0";"758.0";"760.2";"";"78";"Wind blowing from the east";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"13.1";"";"";"";"";"";"";
"19.10.2012 03:00";"17.4";"757.2";"759.4";"";"75";"Wind blowing from the north-northeast";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"19.10.2012 00:00";"16.8";"757.9";"760.1";"";"87";"Wind blowing from the north-east";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.7";"";"";"";"";"";"";
"18.10.2012 21:00";"16.6";"758.6";"760.8";"";"67";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"16.1";"20.5";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"18.10.2012 18:00";"18.4";"758.2";"760.6";"";"59";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.3";"";"";"";"";"";"";
"18.10.2012 15:00";"19.6";"759.3";"761.6";"";"64";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.6";"";"";"";"";"";"";
"18.10.2012 12:00";"19.2";"760.9";"763.1";"";"57";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"18.10.2012 09:00";"16.4";"760.8";"763.0";"";"70";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"10.1";"17.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.9";"";"";"Surface of ground moist.";"";"";"";
"18.10.2012 06:00";"10.6";"759.7";"761.9";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"18.10.2012 03:00";"12.6";"758.8";"761.0";"";"93";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"18.10.2012 00:00";"14.8";"758.8";"761.0";"";"85";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"17.10.2012 21:00";"17.1";"757.5";"759.8";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"15.4";"21.7";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"17.10.2012 18:00";"19.5";"756.4";"758.7";"";"68";"Wind blowing from the south-west";"4";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.4";"";"";"";"";"";"";
"17.10.2012 15:00";"20.3";"755.8";"758.0";"";"63";"Wind blowing from the west-southwest";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.0";"";"";"";"";"";"";
"17.10.2012 12:00";"19.2";"755.8";"758.0";"";"65";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.5";"";"";"";"";"";"";
"17.10.2012 09:00";"15.4";"754.4";"756.6";"";"84";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"13.7";"16.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"12.7";"10.0";"24";"Surface of ground moist.";"";"";"";
"17.10.2012 06:00";"14.3";"752.0";"754.2";"";"91";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"17.10.2012 03:00";"14.6";"750.3";"752.5";"";"96";"Wind blowing from the west";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"13.9";"0.9";"6";"";"";"";"";
"17.10.2012 00:00";"15.0";"749.0";"751.3";"";"98";"Wind blowing from the west-southwest";"2";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"14.7";"";"";"";"";"";"";
"16.10.2012 21:00";"15.8";"747.8";"750.0";"";"98";"Wind blowing from the west";"5";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.6";"17.2";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"15.5";"5.0";"6";"";"";"";"";
"16.10.2012 18:00";"16.2";"745.0";"747.3";"";"97";"Wind blowing from the south-west";"4";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"8.0";"15.7";"";"";"";"";"";"";
"16.10.2012 15:00";"15.2";"743.7";"745.9";"";"98";"Wind blowing from the north-west";"2";"";"";"100%.";"Drizzle, not freezing, continuous, moderate at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"6.0";"14.9";"4.0";"6";"";"";"";"";
"16.10.2012 12:00";"14.5";"745.6";"747.8";"";"94";"Wind blowing from the north-west";"4";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"13.6";"";"";"";"";"";"";
"16.10.2012 09:00";"14.3";"746.2";"748.4";"";"96";"Wind blowing from the north-west";"3";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"12.9";"19.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"13.6";"8.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"16.10.2012 06:00";"14.6";"745.9";"748.1";"";"98";"Wind blowing from the north-west";"3";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"6.0";"14.3";"";"";"";"";"";"";
"16.10.2012 03:00";"17.0";"746.8";"749.0";"";"98";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"6.0";"16.7";"21.0";"6";"";"";"";"";
"16.10.2012 00:00";"17.8";"749.1";"751.3";"";"98";"Wind blowing from the west";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"6.0";"17.5";"";"";"";"";"";"";
"15.10.2012 21:00";"19.9";"750.7";"752.8";"";"95";"Wind blowing from the south";"3";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"19.9";"24.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"7.0";"19.1";"3.0";"6";"";"";"";"";
"15.10.2012 18:00";"21.5";"750.4";"752.6";"";"73";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"16.5";"";"";"";"";"";"";
"15.10.2012 15:00";"22.5";"753.2";"755.3";"";"68";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"16.3";"";"";"";"";"";"";
"15.10.2012 12:00";"23.1";"754.4";"756.5";"";"65";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"16.1";"";"";"";"";"";"";
