"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.09.2017 03:00";"15.6";"762.1";"764.2";"-0.9";"85";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"19.09.2017 00:00";"17.2";"763.0";"765.2";"0.3";"78";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.3";"";"";"";"";"";"";
"18.09.2017 21:00";"17.7";"762.7";"765.0";"0.3";"81";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"16.5";"22.1";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"18.09.2017 18:00";"19.6";"762.4";"764.5";"-1.2";"63";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"18.09.2017 15:00";"21.2";"763.6";"765.9";"-1.3";"51";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"18.09.2017 12:00";"20.4";"764.9";"767.2";"-1.4";"57";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"18.09.2017 09:00";"16.5";"766.3";"768.4";"0.9";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"12.8";"16.5";"";"";"";"";"";"10.0";"11.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"18.09.2017 06:00";"13.6";"765.4";"767.7";"-0.3";"89";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.8";"";"";"";"";"";"";
"18.09.2017 03:00";"14.9";"765.7";"768.0";"-0.3";"85";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"18.09.2017 00:00";"15.6";"766.0";"768.3";"-0.6";"85";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"17.09.2017 21:00";"16.0";"766.6";"768.7";"0.6";"78";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"15.6";"20.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"";"";"";"";"";"";
"17.09.2017 18:00";"17.9";"766.0";"768.3";"-0.9";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"17.09.2017 15:00";"20.0";"766.9";"769.2";"-1.8";"51";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.6";"";"";"";"";"";"";
"17.09.2017 12:00";"19.0";"768.7";"770.9";"-0.3";"56";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"17.09.2017 09:00";"15.6";"769.0";"771.3";"0.9";"81";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"9.5";"15.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"17.09.2017 06:00";"9.8";"768.1";"770.5";"-0.6";"95";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"17.09.2017 03:00";"13.3";"768.7";"770.9";"-0.9";"88";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"17.09.2017 00:00";"13.9";"769.6";"771.9";"-0.1";"81";"Wind blowing from the north-east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"16.09.2017 21:00";"14.3";"769.7";"772.0";"0.6";"76";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"13.9";"18.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"16.09.2017 18:00";"16.3";"769.1";"771.4";"-0.2";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"16.09.2017 15:00";"17.8";"769.3";"771.6";"-1.8";"53";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"16.09.2017 12:00";"17.0";"771.1";"773.4";"-0.4";"59";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"16.09.2017 09:00";"13.9";"771.5";"773.8";"0.6";"75";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"10.1";"13.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"9.0";"";"";
"16.09.2017 06:00";"12.3";"770.9";"773.2";"-0.5";"73";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.6";"";"";"";"";"";"";
"16.09.2017 03:00";"12.3";"771.4";"773.7";"-0.6";"75";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"7.9";"";"";"";"";"";"";
"16.09.2017 00:00";"12.2";"772.0";"774.4";"0.2";"70";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"6.8";"";"";"";"";"";"";
"15.09.2017 21:00";"12.6";"771.8";"774.1";"0.9";"65";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"12.4";"16.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"6.1";"";"";"";"";"";"";
"15.09.2017 18:00";"14.1";"770.9";"773.2";"0.1";"62";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.8";"";"";"";"";"";"";
"15.09.2017 15:00";"16.2";"770.8";"773.0";"-0.3";"57";"Wind blowing from the south-east";"3";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"";"";"";"";"";"";
"15.09.2017 12:00";"15.8";"771.1";"773.2";"1.5";"61";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.2";"";"";"";"";"";"";
"15.09.2017 09:00";"12.4";"769.6";"771.9";"1.8";"73";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"10.9";"16.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"10.0";"";"";
"15.09.2017 06:00";"11.5";"767.8";"769.9";"1.2";"65";"Wind blowing from the east-southeast";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.0";"";"";"";"";"";"";
"15.09.2017 03:00";"12.7";"766.6";"768.9";"1.7";"84";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.0";"";"";"";"";"";"";
"15.09.2017 00:00";"15.7";"764.9";"767.2";"2.2";"65";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"14.09.2017 21:00";"16.5";"762.7";"764.8";"2.9";"66";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"16.2";"24.3";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"14.09.2017 18:00";"20.0";"759.8";"762.1";"2.1";"51";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.4";"";"";"";"";"";"";
"14.09.2017 15:00";"23.0";"757.7";"760.0";"0.1";"59";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.5";"";"";"";"";"";"";
"14.09.2017 12:00";"22.6";"757.6";"759.9";"0.0";"52";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.3";"";"";"";"";"";"";
"14.09.2017 09:00";"16.2";"757.6";"759.9";"0.9";"85";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"12.7";"16.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.6";"";"";"Surface of ground moist.";"11.0";"";"";
"14.09.2017 06:00";"13.7";"756.7";"758.9";"-0.1";"94";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.8";"";"";"";"";"";"";
"14.09.2017 03:00";"13.9";"756.8";"759.1";"-1.5";"93";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.8";"";"";"";"";"";"";
"14.09.2017 00:00";"14.7";"758.3";"760.6";"0.3";"93";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.5";"";"";"";"";"";"";
"13.09.2017 21:00";"14.3";"758.0";"760.3";"-0.3";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"14.3";"19.5";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"13.09.2017 18:00";"16.8";"758.3";"760.6";"-0.8";"71";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.5";"";"";"";"";"";"";
"13.09.2017 15:00";"18.0";"759.1";"761.4";"-2.8";"65";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.3";"";"";"";"";"";"";
"13.09.2017 12:00";"16.0";"761.9";"764.2";"-1.1";"75";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.6";"";"";"";"";"";"";
"13.09.2017 09:00";"15.2";"763.0";"765.1";"-0.3";"65";"Wind blowing from the north";"5";"";"";"40%.";" ";"";"";"9.5";"15.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"8.6";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"13.09.2017 06:00";"9.7";"763.3";"765.4";"-1.2";"97";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.3";"";"";"";"";"";"";
"13.09.2017 03:00";"12.0";"764.5";"766.8";"-0.9";"88";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"13.09.2017 00:00";"13.5";"765.4";"767.5";"-0.3";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"12.09.2017 21:00";"14.4";"765.7";"767.9";"0.2";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"14.0";"19.5";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"12.09.2017 18:00";"17.0";"765.5";"767.8";"0.0";"37";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.0";"";"";"";"";"";"";
"12.09.2017 15:00";"18.7";"765.5";"767.8";"-1.5";"40";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"12.09.2017 12:00";"18.0";"767.0";"769.3";"0.7";"57";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.3";"";"";"";"";"";"";
"12.09.2017 09:00";"14.0";"766.3";"768.6";"0.5";"71";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"7.3";"14.0";"";"";"";"";"";"10.0";"8.7";"";"";"Surface of ground moist.";"6.0";"";"";
"12.09.2017 06:00";"7.4";"765.8";"768.1";"0.6";"99";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.2";"";"";"";"";"";"";
"12.09.2017 03:00";"8.8";"765.2";"767.5";"1.5";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.1";"";"";"";"";"";"";
"12.09.2017 00:00";"10.8";"763.7";"766.0";"0.9";"78";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.1";"";"";"";"";"";"";
"11.09.2017 21:00";"12.8";"762.8";"765.1";"1.8";"67";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"11.0";"18.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"6.8";"";"";"";"";"";"";
"11.09.2017 18:00";"15.5";"761.0";"763.3";"2.1";"60";"Wind blowing from the south-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"11.09.2017 15:00";"17.0";"758.9";"761.2";"2.1";"52";"Wind blowing from the south-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.1";"";"";"";"";"";"";
"11.09.2017 12:00";"12.8";"756.8";"759.1";"3.1";"75";"Wind blowing from the south-west";"6";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"8.4";"";"";"";"";"";"";
"11.09.2017 09:00";"11.0";"753.7";"755.9";"5.1";"92";"Wind blowing from the south-west";"5";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"9.4";"17.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"10.0";"9.8";"0.5";"6";"Surface of ground wet (standing water in small or large pools on surface).";"10.0";"";"";
"11.09.2017 06:00";"9.5";"748.6";"750.9";"3.2";"96";"Wind blowing from the south-west";"6";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"8.9";"";"";"";"";"";"";
"11.09.2017 03:00";"9.4";"745.4";"747.7";"-2.0";"95";"Wind blowing from the north-west";"7";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"8.0";"8.6";"Trace of precipitation";"6";"";"";"";"";
"11.09.2017 00:00";"13.3";"747.4";"749.6";"1.2";"91";"Wind blowing from the north-west";"8";"";"";"100%.";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"11.8";"";"";"";"";"";"";
"10.09.2017 21:00";"17.4";"746.2";"748.3";"-1.3";"97";"Wind blowing from the north-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.4";"18.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.9";"4.0";"6";"";"";"";"";
"10.09.2017 18:00";"16.8";"747.5";"749.7";"-2.0";"96";"Wind blowing from the north-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.1";"";"";"";"";"";"";
"10.09.2017 15:00";"17.4";"749.5";"751.6";"-0.6";"97";"Wind blowing from the north-east";"4";"";"";"100%.";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"200-300";"Altostratus opacus or Nimbostratus.";"";"9.0";"16.9";"21.0";"6";"";"";"";"";
"10.09.2017 12:00";"18.4";"750.1";"752.2";"-1.8";"98";"Wind blowing from the north";"4";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"18.1";"";"";"";"";"";"";
"10.09.2017 09:00";"17.8";"751.9";"754.1";"-1.6";"94";"Wind blowing from the north-east";"6";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"16.5";"19.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.8";"29.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"16.0";"";"";
"10.09.2017 06:00";"17.2";"753.5";"755.8";"-2.1";"95";"Wind blowing from the south-east";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"16.4";"";"";"";"";"";"";
"10.09.2017 03:00";"16.7";"755.6";"757.9";"-1.5";"100";"Wind blowing from the north-east";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"16.7";"26.0";"6";"";"";"";"";
"10.09.2017 00:00";"17.4";"757.1";"759.4";"1.3";"97";"Wind blowing from the west";"4";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"10.0";"16.9";"";"";"";"";"";"";
"09.09.2017 21:00";"19.7";"755.8";"758.1";"0.6";"77";"Wind blowing from the east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"16.6";"19.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"10.0";"15.5";"3.0";"6";"";"";"";"";
"09.09.2017 18:00";"19.0";"755.2";"757.5";"-1.6";"85";"Wind blowing from the north";"3";"";"";"70 – 80%.";"Clouds generally forming or developing. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
